Reporting org,Reporting org type,Provider org,Receiver org,Humanitarian?,Strict?,Transaction type,Transaction direction,Total money
#org+name+reporting,#org+reporting+type,#org+name+provider,#org+name+receiver,#indicator+bool+humanitarian,#indicator+bool+strict,#x_transaction_type,#x_transaction_direction,#value+total
Asian Development Bank,40,,P.T. Perusahaan Listrik Negara,0,0,commitments,outgoing,600000000
Asian Development Bank,40,,Zhaotong City Government,0,0,commitments,outgoing,100000000
Australian Aid,10,,(unspecified org),0,0,spending,outgoing,717707
Australian Aid,10,,(unspecified org),0,1,spending,outgoing,40890883
Australian Aid,10,,(unspecified org),1,0,spending,outgoing,344650
Australian Aid,10,,(unspecified org),1,1,spending,outgoing,11967556
BBC Media Action,21,Danish Refugee Council,,1,1,spending,incoming,229664
BRAC UK,21,(unspecified org),,0,0,spending,incoming,273487
BRAC UK,21,(unspecified org),,0,1,spending,incoming,541144
BRAC UK,21,,(unspecified org),0,0,spending,outgoing,388298
BRAC UK,21,,(unspecified org),0,1,spending,outgoing,647673
Belgian development agency (Enabel),10,,"AFRICAN CONSTRUCTION SARL - ENTAG MARCHE/ COMMUNE MATOTO, CONAKRY, Guinea",0,0,commitments,outgoing,274687
Belgian development agency (Enabel),10,,"AFRIKA DISTRIBUTION GROUP BURKINA - Ouagadougou, secteur 29, Ouagadougou, Burkina Faso",0,0,commitments,outgoing,59761
Belgian development agency (Enabel),10,,"ANKER BURKINA Distribution - OUAGADOUGOU, OUAGADOUGOU, Burkina Faso",0,0,commitments,outgoing,180845
Belgian development agency (Enabel),10,,"AVADIS - ZI de Tournai Ouest 1, Rue du Progrès 39, Froyennes, Belgium",0,0,commitments,outgoing,17182
Belgian development agency (Enabel),10,,"Africalia Belgique - Bruxelles 1000 Brussel, Bruxelles, Belgium",0,0,commitments,outgoing,117703
Belgian development agency (Enabel),10,,"BlueSquare SA - Hive5-Securex Building 1st Flr, Belgium, Belgium",0,0,commitments,outgoing,108256
Belgian development agency (Enabel),10,,"CEDRES - Ouaga, Ouagadougou, Burkina Faso",0,0,commitments,outgoing,151630
Belgian development agency (Enabel),10,,"CHR Tenkodogo - BP56 Tenkodogo, Tenkodogo, Burkina Faso",0,0,commitments,outgoing,166603
Belgian development agency (Enabel),10,,"Centre MURAZ - 2054, Avenue Mamadou KONATE, Bobo Dioulasso, Burkina Faso",0,0,commitments,outgoing,67722
Belgian development agency (Enabel),10,,"DACO INGENIERIE-IDEV/IC - YIMBAYA, CONAKRY, Guinea",0,0,commitments,outgoing,127810
Belgian development agency (Enabel),10,,"DELL NV - Zone 3 Doornveld, 130, RELEGEM, Belgium",0,0,commitments,outgoing,166401
Belgian development agency (Enabel),10,,"DJINTEY MULTI SERVCES - Immeuble feu kerfalla Touré Limanya commune de Kaloum, Conakry, French Guiana",0,0,commitments,outgoing,38248
Belgian development agency (Enabel),10,,"DOCTORS WITH AFRICA CUAMM - Martires da Machava, Maputo, Mozambique",0,0,commitments,outgoing,26034
Belgian development agency (Enabel),10,,"EGBTPE - CONAKRY, CONAKRY, Guinea",0,0,commitments,outgoing,187488
Belgian development agency (Enabel),10,,"EGTC - KENENDE/ COMMUNE DUBREKA, DUBREKA, Guinea",0,0,commitments,outgoing,478095
Belgian development agency (Enabel),10,,"ENCELEC - NONGO/COM. RATOMA, CONAKRY, Guinea",0,0,commitments,outgoing,330795
Belgian development agency (Enabel),10,,"ENERAD CAV - OUAGADOUGOU, OUAGADOUGOU, Burkina Faso",0,1,commitments,outgoing,54382
Belgian development agency (Enabel),10,,"ENTREPRISE DE CONSTRUCTION ET DE TOPOGRAPHIE - YATTAYA/ COMMUNE RATOMA, CONAKRY, Guinea",0,0,commitments,outgoing,317837
Belgian development agency (Enabel),10,,"ETI - COMMUNE DE KALOUM, CONAKRY, Guinea",0,0,commitments,outgoing,18622
Belgian development agency (Enabel),10,,"EUCORD-Belgique - 1050 Brussels, Brussels, Belgium",0,0,commitments,outgoing,534399
Belgian development agency (Enabel),10,,"Ets Diallo et Frères - Carrefour Constantin-Matam, Conakry, Guinea",0,0,commitments,outgoing,25824
Belgian development agency (Enabel),10,,"FPFD - SN, Pita, Guinea",0,0,commitments,outgoing,641357
Belgian development agency (Enabel),10,,"GEO-CONSTRUCTION-ENTREPRISE SARL - MATOTO MARCHE/ COMMUNE MATOTO, CONAKRY, Guinea",0,0,commitments,outgoing,122835
Belgian development agency (Enabel),10,,"GRET - Campus du jardin tropical 45 bis Avenue de la Belle Gabrielle, NOGENT SUR MARNE, France",0,0,commitments,outgoing,688423
Belgian development agency (Enabel),10,,"GROUPEMENT TECKNICART/STRATHEG - MATAM, CONAKRY, Guinea",0,0,commitments,outgoing,67302
Belgian development agency (Enabel),10,,"GUIMPEX - COMMUNE DIXINN, CONAKRY, Guinea",0,0,commitments,outgoing,322532
Belgian development agency (Enabel),10,,"Groupement Cedis - Ouaga, ouagadoudou, Burkina Faso",0,0,commitments,outgoing,51295
Belgian development agency (Enabel),10,,"H DATA SOLUTION SARL - KIPE/RATOMA, CONAKRY, Guinea",0,0,commitments,outgoing,25824
Belgian development agency (Enabel),10,,"ISSP - UNIV JOSEPH KI ZERBO, OUAGA 03, Burkina Faso",0,0,commitments,outgoing,179575
Belgian development agency (Enabel),10,,"Keolid innovation hub - Cité AN II, OUAGADOUGOU, Burkina Faso",0,0,commitments,outgoing,282674
Belgian development agency (Enabel),10,,"MWANGAZA ACTION - Ouagadougou, Ouagadougou, Burkina Faso",0,0,commitments,outgoing,33191
Belgian development agency (Enabel),10,,"NAZAN SARL - Ouagadougou, Ouagadougou, Burkina Faso",0,1,commitments,outgoing,40887
Belgian development agency (Enabel),10,,"Network Sécurity Technology TALENTYS - secteur 52 ouaga 2000 rue 15 293 lot 15 parcelle 01 section H, ouagadougou, Burkina Faso",0,0,commitments,outgoing,45257
Belgian development agency (Enabel),10,,"ORGANISATION CATHOLIQUE POUR LA PROMOTION HUMAINE - KALOUM ACHEVECHE, CONAKRY, Guinea",0,0,commitments,outgoing,359469
Belgian development agency (Enabel),10,,"RESCOM-ENGINEERING SARL - ALMAMYA/COMMUNE KALOU, CONAKRY, Guinea",0,0,commitments,outgoing,348798
Belgian development agency (Enabel),10,,"RGTA-DI - Féréffou 2, kindia, Kindia, Guinea",0,0,commitments,outgoing,323898
Belgian development agency (Enabel),10,,"SERGE & GERARD PRESTATION - BENTOURAYA/COMMUNE COYAH, CONAKRY, Guinea",0,0,commitments,outgoing,464845
Belgian development agency (Enabel),10,,"SERVIZIO DI PACE LVIA - CUNEO, CUNEO, Italy",0,0,commitments,outgoing,359469
Belgian development agency (Enabel),10,,"SHER INGENIEURS - CONSEILS - Rue J. Matagne, 15, CHAMPION, Belgium",0,0,commitments,outgoing,25019
Belgian development agency (Enabel),10,,"SOCIETE FILASTANINA BETONS SARL- BTP - KEITAYA/ COMMUNE RATOMA, CONAKRY, Guinea",0,0,commitments,outgoing,143689
Belgian development agency (Enabel),10,,"SOCIETE NAFA DYAMA CONSTRUCTION SARL - MADINA BOUSSOURA/ C. MATAM, CONAKRY, Guinea",0,0,commitments,outgoing,295329
Belgian development agency (Enabel),10,,"Sagrasy consulting - ouaga, ouagadougou, Burkina Faso",0,0,commitments,outgoing,53376
Belgian development agency (Enabel),10,,"TOGOBALA HOLDING - NONGO, COMMUNE RATOMA, CONAKRY, Guinea",0,0,commitments,outgoing,22378
Belgian development agency (Enabel),10,,"TOP-GUINEE SARL - MADINA DISPENSAIRE/ COMMUNE DE MATAM, CONAKRY, Guinea",0,0,commitments,outgoing,24574
Belgian development agency (Enabel),10,,"TOPAZ MULTI - INDUSTRIES - SA - Matoto, Conakry, Guinea",0,1,commitments,outgoing,31399
Belgian development agency (Enabel),10,,"TRIAS GUINEE - SN, Kindia, Guinea",0,0,commitments,outgoing,569705
Belgian development agency (Enabel),10,,"UNIVERSITE DE LIEGE - Place du XX août, 7, LIEGE, Belgium",0,0,commitments,outgoing,138294
Belgian development agency (Enabel),10,,"Union pour le Développement et la Coopération - Sandervalia Boulevard Diallo Telly, Conakry, Guinea",0,0,commitments,outgoing,40750
Belgian development agency (Enabel),10,,"WEST INGENIERIE - KIPE/ COMMUNE RATOMA, CONAKRY, Guinea",0,0,commitments,outgoing,215680
Belgian development agency (Enabel),10,,"YALLAND'UM EXPERTISE MONITORING & ÉVALUATION PROJET (YEME-C) - ALMAMYA, CONAKRY, Guinea",0,0,commitments,outgoing,48311
Bill and Melinda Gates Foundation,60,,Duke University,0,1,commitments,outgoing,378323
Bill and Melinda Gates Foundation,60,,Duke University,0,1,spending,outgoing,672000
British Red Cross,21,,Anguilla OSB,1,0,spending,outgoing,47284
British Red Cross,21,,Bangladesh Red Crescent Society,1,1,spending,outgoing,58126
British Red Cross,21,,Baphalali Eswatini (Swaziland) Red Cross Society,1,0,spending,outgoing,71206
British Red Cross,21,,Baphalali Eswatini (Swaziland) Red Cross Society,1,1,spending,outgoing,98624
British Red Cross,21,,Belgian Red Cross,1,0,spending,outgoing,14485
British Red Cross,21,,Bermuda OSB,1,0,spending,outgoing,6860
British Red Cross,21,,British Virgin Islands OSB,1,0,spending,outgoing,61903
British Red Cross,21,,British Virgin Islands OSB,1,1,spending,outgoing,10000
British Red Cross,21,,Cayman Islands OSB,1,0,spending,outgoing,10883
British Red Cross,21,,Danish Red Cross,1,0,spending,outgoing,15999
British Red Cross,21,,Danish Red Cross,1,1,spending,outgoing,24660
British Red Cross,21,,Finnish Red Cross,1,0,spending,outgoing,31705
British Red Cross,21,,Finnish Red Cross,1,1,spending,outgoing,32332
British Red Cross,21,,French Red Cross,1,0,spending,outgoing,141669
British Red Cross,21,,French Red Cross,1,1,spending,outgoing,206741
British Red Cross,21,,German Red Cross,1,0,spending,outgoing,468336
British Red Cross,21,,German Red Cross,1,1,spending,outgoing,230782
British Red Cross,21,,IFRC Livelihoods Resource Centre,1,1,spending,outgoing,29353
British Red Cross,21,,IFRC,1,0,spending,outgoing,465288
British Red Cross,21,,IFRC,1,1,spending,outgoing,50277595
British Red Cross,21,,International Committee of the Red Cross,1,0,spending,outgoing,51164
British Red Cross,21,,International Committee of the Red Cross,1,1,spending,outgoing,1107955
British Red Cross,21,,Kenya Red Cross Society,1,0,spending,outgoing,193923
British Red Cross,21,,Kenya Red Cross Society,1,1,spending,outgoing,396414
British Red Cross,21,,Lebanese Red Cross,1,0,spending,outgoing,3414440
British Red Cross,21,,Lebanese Red Cross,1,1,spending,outgoing,82270
British Red Cross,21,,Lesotho Red Cross Society,1,1,spending,outgoing,24596
British Red Cross,21,,Mauritanian Red Crescent,1,1,spending,outgoing,5636
British Red Cross,21,,Montserrat OSB,1,1,spending,outgoing,64127
British Red Cross,21,,Nepal Red Cross Society,1,1,spending,outgoing,39304
British Red Cross,21,,Red Crescent Society of Djibouti,1,1,spending,outgoing,6197
British Red Cross,21,,Red Cross Society of Guinea,1,1,spending,outgoing,72795
British Red Cross,21,,Sierra Leone Red Cross Society,1,1,spending,outgoing,390261
British Red Cross,21,,Turks and Caicos Islands OSB,1,0,spending,outgoing,17820
British Red Cross,21,,Zimbabwe Red Cross Society,1,0,spending,outgoing,1186
British Red Cross,21,,Zimbabwe Red Cross Society,1,1,spending,outgoing,22233
Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung (BMZ),10,EU-EU,,0,0,spending,incoming,17008400
Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung (BMZ),10,,(unspecified org),0,0,commitments,outgoing,1344384100
Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung (BMZ),10,,(unspecified org),0,0,spending,outgoing,1227626900
Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung (BMZ),10,,(unspecified org),0,1,commitments,outgoing,649918364
Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung (BMZ),10,,(unspecified org),0,1,spending,outgoing,457388301
CAFOD,21,CAFOD General Funds,,0,0,spending,incoming,2712708
CAFOD,21,CAFOD General Funds,,0,1,spending,incoming,983794
CAFOD,21,,ASOCIACIÓN SERVICIO SOLIDARIO CVX,0,0,spending,outgoing,3837
CAFOD,21,,Anonymous - excluded for security reasons,0,0,spending,outgoing,28902
CAFOD,21,,"Asociación de Derechos Humanos Tutela Legal, Dra. Maria Julia Hernandez",0,0,spending,outgoing,5630
CAFOD,21,,Associacao para Desenvolvimento Juvenil - Khandlelo,0,1,spending,outgoing,8085
CAFOD,21,,Association Mary Barreda,0,0,spending,outgoing,25338
CAFOD,21,,Association Najdeh,0,0,spending,outgoing,135971
CAFOD,21,,Caritas Bangladesh National Office,0,0,spending,outgoing,37606
CAFOD,21,,Caritas DR Congo National Office,0,0,spending,outgoing,119740
CAFOD,21,,Caritas Developpement Kasongo,0,0,spending,outgoing,292536
CAFOD,21,,Caritas Developpement Niamey,0,1,spending,outgoing,17274
CAFOD,21,,Caritas Developpement Niger,0,0,spending,outgoing,23438
CAFOD,21,,Caritas Developpement Niger,0,1,spending,outgoing,62158
CAFOD,21,,Caritas Diocesana de Nacala,0,0,spending,outgoing,52844
CAFOD,21,,Caritas Harare,0,0,spending,outgoing,22218
CAFOD,21,,Caritas Hwange,0,0,spending,outgoing,108791
CAFOD,21,,Caritas India National Office,0,0,spending,outgoing,26152
CAFOD,21,,Caritas Indonesia National Office,0,0,spending,outgoing,10295
CAFOD,21,,Caritas Jerusalem,0,0,spending,outgoing,10893
CAFOD,21,,Caritas Jerusalem,0,1,spending,outgoing,53988
CAFOD,21,,Caritas Jordan National Office,0,1,spending,outgoing,13855
CAFOD,21,,Caritas Kenema,0,1,spending,outgoing,14887
CAFOD,21,,Caritas Lebanon,0,0,spending,outgoing,4117
CAFOD,21,,Catholic Caritas Foundation of Nigeria,0,0,spending,outgoing,63359
CAFOD,21,,Catholic Caritas Foundation of Nigeria,0,1,spending,outgoing,67347
CAFOD,21,,Catholic Diocese of Marsabit,0,1,spending,outgoing,24275
CAFOD,21,,Catholic Radio Network,0,1,spending,outgoing,4381
CAFOD,21,,Centre Olame,0,0,spending,outgoing,33944
CAFOD,21,,Centro Amazónico de Antropología y Aplicación Práctica,0,0,spending,outgoing,843
CAFOD,21,,"Centro de Investigación, Documentación y Asesoría Poblacional - CIDAP",0,0,spending,outgoing,17999
CAFOD,21,,Chinhoyi Diocese Justice and Peace Programme,0,0,spending,outgoing,7056
CAFOD,21,,Commission Diocésaine Justice et Paix Bukavu,0,0,spending,outgoing,79043
CAFOD,21,,Commission Diocésaine Justice et Paix Bukavu,0,1,spending,outgoing,25818
CAFOD,21,,Commission Diocésaine Justice et Paix du Diocèse Goma,0,0,spending,outgoing,4081
CAFOD,21,,Commission Episcopale Justice et Paix,0,0,spending,outgoing,104638
CAFOD,21,,Commission Episcopale Justice et Paix,0,1,spending,outgoing,55920
CAFOD,21,,Community Action Nepal,0,1,spending,outgoing,25376
CAFOD,21,,Cáritas Brasileira,0,0,spending,outgoing,87608
CAFOD,21,,Diocese of Maiduguri,0,0,spending,outgoing,7618
CAFOD,21,,"Diocese of Yola, Justice and Peace Commission",0,0,spending,outgoing,12155
CAFOD,21,,Ethiopian Catholic Church and Development Commission,0,1,spending,outgoing,14670
CAFOD,21,,"Fundación Equipo de Reflexión, Investigación y Comunicación /Radio Progreso",0,0,spending,outgoing,2645
CAFOD,21,,Fundación Nuna Bolivia,0,0,spending,outgoing,8266
CAFOD,21,,Global Aid Hand,0,0,spending,outgoing,10920
CAFOD,21,,Grito dos Excluidos Continental,0,1,spending,outgoing,32657
CAFOD,21,,Hutukara Associação Yanomami,0,1,spending,outgoing,23816
CAFOD,21,,Instituto SocioAmbiental,0,1,spending,outgoing,12703
CAFOD,21,,Instituto de Acción Social Juan XXIII,0,0,spending,outgoing,3999
CAFOD,21,,Jesuit Centre for Theological Reflection,0,0,spending,outgoing,7885
CAFOD,21,,Karuna Battambang Organisation,0,1,spending,outgoing,12954
CAFOD,21,,Karuna Pathein,0,0,spending,outgoing,8213
CAFOD,21,,Kenya Conference of Catholic Bishops,0,0,spending,outgoing,19076
CAFOD,21,,Mada Association,0,0,spending,outgoing,27588
CAFOD,21,,Movimento de Defesa do Favelado - Regiao Episcopal Belem,0,1,spending,outgoing,11290
CAFOD,21,,Parroquia La Natividad,0,0,spending,outgoing,10765
CAFOD,21,,"Pastoral Social - Caritas, Diocesis de la Verapaz",0,0,spending,outgoing,18552
CAFOD,21,,"Pastoral Social - Caritas, Diocesis de la Verapaz",0,1,spending,outgoing,35060
CAFOD,21,,Pastoral Social Caritas Bolivia,0,0,spending,outgoing,16696
